date_entered,price_entered,type,amount_paid,rsi_entry,date_exited,price_exited,rsi_exit,pl_pct
2024-01-24,485.3900146484375,short,0.0,77.42897800332608,2024-01-31,482.8800048828125,59.421620401879466,0.5171119491287788
2024-02-06,493.9800109863281,short,0.0,75.04041060272749,2024-02-13,494.0799865722656,59.75305090028531,-0.020238791796024117
2024-03-12,516.780029296875,short,0.0,72.73999348939402,2024-03-14,514.9500122070312,60.374058810991684,0.35411915826810303
2024-04-17,500.54998779296875,buy,0.0,24.307078819004417,2024-04-26,508.260009765625,39.52748534009274,1.540310091036337
2024-05-09,520.1699829101562,short,0.0,75.65127682496797,2024-05-23,525.9600219726562,76.5280590705657,-1.1131051872902968
2024-05-24,529.4400024414062,short,0.0,74.89363108758377,2024-05-29,526.0999755859375,65.19954603667108,0.6308603127959518
2024-06-13,542.4500122070312,short,0.0,75.59765636843223,2024-06-24,542.739990234375,76.90927599770458,-0.05345709665742936
2024-07-05,554.6400146484375,short,0.0,71.77559862970983,2024-07-19,548.989990234375,55.16346933975353,1.0186831575150248
2024-08-05,517.3800048828125,buy,0.0,23.36180541097316,2024-08-09,532.989990234375,37.99068975412721,3.017121884155185
